COIL,MT_FROM,MT_TO,DATE,DIF_TIPO_1,DIF_TIPO_2,DIF_TIPO_3,DIF_TIPO_4,DIF_TIPO_5,DIF_TIPO_6
408326,0.000000,2721.000000,"2019-04-16","0","0","0","1","0","0"
408330,1.000000,1510.000000,"2019-04-16","0","0","1","0","0","0"
408910,0.000000,2139.000000,"2019-04-16","0","0","1","1","0","0"
409117,1.000000,1200.000000,"2019-04-16","0","0","0","1","0","0"
410411,3.000000,2091.000000,"2019-04-16","0","0","1","1","0","0"
410422,0.000000,1412.000000,"2019-04-16","0","0","1","0","0","0"
410424,119.000000,1756.000000,"2019-04-16","0","0","1","0","0","0"
410426,650.000000,1800.000000,"2019-04-16","0","1","0","1","0","0"
410426,2.000000,2556.000000,"2019-04-16","0","0","0","1","0","0"
410444,0.000000,1458.000000,"2019-04-16","0","0","1","1","0","0"
410712,3.000000,2136.000000,"2019-04-16","0","0","1","0","0","0"
411711,1.000000,1891.000000,"2019-04-16","0","0","1","0","0","0"
411712,0.000000,1538.000000,"2019-04-16","0","0","1","0","0","0"
412313,0.000000,2602.000000,"2019-04-16","0","0","1","0","0","0"
412316,0.000000,2127.000000,"2019-04-16","0","0","1","1","0","0"
412512,1.000000,1913.000000,"2019-04-16","0","0","1","0","0","0"
408735,0.000000,2313.000000,"2019-04-18","0","0","1","1","0","0"
411111,0.000000,1024.000000,"2019-04-18","0","0","1","0","0","0"
412023,0.000000,1046.000000,"2019-04-18","0","0","1","0","0","0"
412024,0.000000,1055.000000,"2019-04-18","0","0","1","0","0","0"
412410,351.000000,1398.000000,"2019-04-18","0","0","1","0","0","0"
412410,4.000000,350.000000,"2019-04-18","1","0","1","0","0","0"
412411,2.000000,2114.000000,"2019-04-18","0","0","1","1","0","0"
412710,0.000000,1031.000000,"2019-04-18","0","0","1","0","0","0"
412711,0.000000,1107.000000,"2019-04-18","0","0","1","1","0","0"
413210,0.000000,1444.000000,"2019-04-18","0","0","1","1","0","0"
413311,0.000000,1107.000000,"2019-04-18","0","0","1","1","0","0"
413312,3.000000,2091.000000,"2019-04-18","0","0","1","1","0","0"
413313,1.000000,2076.000000,"2019-04-18","0","1","1","1","0","0"
407118,854.000000,1480.000000,"2019-04-19","0","0","1","1","0","0"
410910,0.000000,685.000000,"2019-04-19","0","0","1","0","0","0"
411110,0.000000,678.000000,"2019-04-19","0","0","1","0","0","0"
413415,0.000000,1055.000000,"2019-04-19","0","0","1","0","0","0"
413417,0.000000,390.000000,"2019-04-19","0","1","1","0","1","0"
413417,391.000000,1403.000000,"2019-04-19","0","1","1","0","0","0"
413421,4.000000,2147.000000,"2019-04-19","0","1","1","1","0","0"
413424,2.000000,2099.000000,"2019-04-19","0","1","1","1","0","0"
413425,4.000000,649.000000,"2019-04-19","0","0","0","1","0","0"
413425,650.000000,2092.000000,"2019-04-19","0","1","0","1","0","0"
413924,1.000000,1508.000000,"2019-04-19","0","0","1","0","0","0"
413925,0.000000,1542.000000,"2019-04-19","0","0","1","1","0","0"
413944,0.000000,1423.000000,"2019-04-19","0","0","1","1","0","0"
413946,350.000000,2163.000000,"2019-04-19","0","0","0","1","0","0"
413948,0.000000,1074.000000,"2019-04-19","0","0","1","0","0","0"
413949,0.000000,1420.000000,"2019-04-19","0","0","1","1","0","0"
414336,0.000000,1442.000000,"2019-04-19","0","0","1","1","0","0"
414337,19.000000,1455.000000,"2019-04-19","0","0","1","1","0","0"
414338,0.000000,1237.000000,"2019-04-19","0","0","1","0","1","0"
414519,0.000000,50.000000,"2019-04-19","0","0","1","0","1","0"
414519,51.000000,1520.000000,"2019-04-19","0","0","1","0","0","0"
414522,0.000000,1059.000000,"2019-04-19","0","0","1","0","0","0"
407311,500.000000,614.000000,"2019-04-20","0","1","1","0","0","0"
407311,450.000000,499.000000,"2019-04-20","0","1","0","0","0","0"
407313,251.000000,826.000000,"2019-04-20","0","0","1","0","0","0"
407313,0.000000,250.000000,"2019-04-20","0","0","1","0","0","1"
411138,0.000000,687.000000,"2019-04-20","0","0","1","0","0","0"
411139,0.000000,680.000000,"2019-04-20","0","0","1","0","0","0"
412010,0.000000,611.000000,"2019-04-20","0","0","1","0","0","0"
412022,0.000000,587.000000,"2019-04-20","0","0","1","0","0","0"
412918,320.000000,558.000000,"2019-04-20","1","1","0","0","0","0"
412918,90.000000,319.000000,"2019-04-20","1","0","0","0","0","0"
413414,0.000000,1128.000000,"2019-04-20","0","0","1","0","0","0"
413922,0.000000,706.000000,"2019-04-20","0","0","1","0","0","0"
413923,0.000000,1523.000000,"2019-04-20","0","0","1","0","0","0"
414324,3.000000,2195.000000,"2019-04-20","0","0","1","1","0","0"
414327,1.000000,2176.000000,"2019-04-20","0","0","1","1","0","0"
414331,0.000000,2197.000000,"2019-04-20","0","0","1","1","0","0"
414335,0.000000,1447.000000,"2019-04-20","0","0","1","1","0","0"
414517,0.000000,1394.000000,"2019-04-20","0","0","1","0","0","0"
414610,0.000000,1504.000000,"2019-04-20","0","0","1","0","0","0"
414611,0.000000,980.000000,"2019-04-20","0","0","1","0","0","0"
414713,2.000000,1708.000000,"2019-04-20","0","0","1","1","0","0"
414723,0.000000,1797.000000,"2019-04-20","0","1","1","1","0","0"
414728,0.000000,1444.000000,"2019-04-20","0","0","1","0","0","0"
415111,0.000000,1260.000000,"2019-04-20","0","1","1","1","0","0"
415111,531.000000,1910.000000,"2019-04-20","0","0","1","1","0","0"
412315,7.000000,2314.000000,"2019-04-21","0","0","1","1","0","0"
414539,3.000000,2147.000000,"2019-04-21","0","0","1","0","0","0"
415112,0.000000,2269.000000,"2019-04-21","0","0","1","1","0","0"
415823,2.000000,1780.000000,"2019-04-21","0","0","1","1","0","0"
415512,0.000000,1660.000000,"2019-04-23","0","0","1","0","0","0"
415824,1.000000,1877.000000,"2019-04-23","0","0","1","0","0","0"
410423,1.000000,2115.000000,"2019-04-24","0","0","1","1","0","0"
413950,0.000000,1405.000000,"2019-04-24","0","0","1","1","0","0"
414322,1100.000000,1416.000000,"2019-04-24","0","0","1","0","0","0"
414325,683.000000,2239.000000,"2019-04-24","0","0","1","1","0","0"
414326,0.000000,2212.000000,"2019-04-24","0","0","1","1","0","0"
414332,1.000000,2107.000000,"2019-04-24","0","0","1","1","0","0"
414716,0.000000,1300.000000,"2019-04-24","0","0","1","1","0","0"
414716,1301.000000,1513.000000,"2019-04-24","0","0","0","1","0","0"
414716,290.000000,375.000000,"2019-04-24","1","0","1","1","0","0"
414717,430.000000,1300.000000,"2019-04-24","0","0","1","1","0","0"
414717,1301.000000,2136.000000,"2019-04-24","0","0","1","0","0","0"
414719,5.000000,1787.000000,"2019-04-24","0","0","1","1","0","0"
414721,5.000000,2160.000000,"2019-04-24","0","0","1","1","0","0"
414722,0.000000,1267.000000,"2019-04-24","0","0","1","1","0","0"
414725,0.000000,1730.000000,"2019-04-24","0","0","1","1","0","0"
414912,1.000000,1917.000000,"2019-04-24","0","0","1","0","0","0"
414914,0.000000,2269.000000,"2019-04-24","0","0","1","0","0","0"
415513,3.000000,2275.000000,"2019-04-24","0","0","1","1","0","0"
415514,1.000000,2281.000000,"2019-04-24","0","0","1","0","0","0"
415515,0.000000,2239.000000,"2019-04-24","0","0","0","1","0","0"
415827,0.000000,2624.000000,"2019-04-24","0","0","1","0","0","0"
413916,0.000000,588.000000,"2019-04-25","0","0","1","0","0","0"
414317,0.000000,130.000000,"2019-04-25","0","1","0","0","1","0"
414317,131.000000,958.000000,"2019-04-25","0","0","0","0","1","0"
415814,0.000000,580.000000,"2019-04-25","0","0","1","1","1","0"
414720,0.000000,1389.000000,"2019-04-26","0","0","0","1","0","0"
416316,0.000000,1033.000000,"2019-04-27","0","1","1","0","0","0"
417210,0.000000,803.000000,"2019-04-27","0","0","0","1","0","0"
417227,0.000000,1225.000000,"2019-04-27","0","1","1","0","0","0"
418319,0.000000,1038.000000,"2019-04-27","0","0","1","0","0","0"
418325,0.000000,1083.000000,"2019-04-27","0","1","0","0","0","0"
414718,0.000000,788.000000,"2019-04-28","0","0","1","0","0","0"
417226,0.000000,1226.000000,"2019-04-28","0","0","1","0","0","0"
417614,0.000000,1536.000000,"2019-04-28","1","0","1","1","0","0"
417815,1.000000,1293.000000,"2019-04-28","1","0","0","0","0","0"
418110,90.000000,200.000000,"2019-04-28","1","0","0","0","0","0"
418314,0.000000,598.000000,"2019-04-28","0","0","1","0","0","0"
418315,20.000000,28.000000,"2019-04-28","0","0","1","0","0","0"
418327,0.000000,694.000000,"2019-04-28","0","0","1","0","0","0"
418341,0.000000,926.000000,"2019-04-28","0","0","1","0","0","0"
418348,0.000000,914.000000,"2019-04-28","0","0","1","0","0","0"
418349,67.000000,79.000000,"2019-04-28","0","1","1","0","0","0"
418811,0.000000,1533.000000,"2019-04-28","0","0","1","1","0","0"
417610,0.000000,839.000000,"2019-04-29","1","0","1","1","0","0"
417611,0.000000,1077.000000,"2019-04-29","0","0","1","1","0","0"
417812,0.000000,722.000000,"2019-04-29","0","0","1","0","0","0"
417812,200.000000,500.000000,"2019-04-29","0","1","1","0","0","0"
417813,0.000000,1081.000000,"2019-04-29","0","0","1","1","0","0"
418111,1.000000,1079.000000,"2019-04-29","0","0","1","1","0","0"
418113,0.000000,975.000000,"2019-04-29","0","1","1","1","0","0"
418313,873.000000,1071.000000,"2019-04-29","0","0","1","1","0","0"
413951,3.000000,1800.000000,"2019-04-30","0","0","0","1","0","0"
414339,0.000000,1406.000000,"2019-04-30","0","0","1","0","0","0"
418316,1.000000,2198.000000,"2019-04-30","0","0","0","1","0","0"
418317,1300.000000,2179.000000,"2019-04-30","0","0","1","1","0","0"
418812,0.000000,1505.000000,"2019-04-30","0","0","1","0","0","0"
418816,0.000000,1130.000000,"2019-04-30","0","0","1","0","0","0"
418818,0.000000,2173.000000,"2019-04-30","0","0","1","1","0","0"
418819,0.000000,1424.000000,"2019-04-30","0","0","1","1","0","0"
418820,1.000000,2153.000000,"2019-04-30","0","1","0","1","0","0"
418820,401.000000,1869.000000,"2019-04-30","0","0","0","1","0","0"
418838,0.000000,1098.000000,"2019-04-30","1","1","0","1","0","0"
419214,0.000000,893.000000,"2019-04-30","0","0","1","0","0","0"
419215,60.000000,60.000000,"2019-04-30","0","0","1","0","1","0"
419215,44.000000,893.000000,"2019-04-30","0","0","1","0","0","0"
419218,0.000000,1436.000000,"2019-04-30","0","0","1","0","0","0"
419219,0.000000,1384.000000,"2019-04-30","0","0","1","0","1","0"
419220,0.000000,2082.000000,"2019-04-30","0","0","0","1","0","0"
419221,1.000000,2193.000000,"2019-04-30","0","1","1","1","0","0"
419223,0.000000,2179.000000,"2019-04-30","0","0","0","1","0","0"
419226,0.000000,2030.000000,"2019-04-30","0","1","1","1","0","0"
419230,101.000000,1818.000000,"2019-04-30","0","0","0","1","0","0"
419230,1.000000,100.000000,"2019-04-30","0","1","0","1","0","0"
419234,0.000000,1020.000000,"2019-04-30","0","0","1","0","0","0"
419510,0.000000,694.000000,"2019-04-30","0","0","1","0","0","0"
419513,93.000000,1061.000000,"2019-04-30","0","0","1","0","0","0"
419518,0.000000,1020.000000,"2019-04-30","0","0","0","0","1","0"
419519,0.000000,1040.000000,"2019-04-30","0","0","1","0","0","0"
420514,0.000000,1904.000000,"2019-04-30","0","0","1","0","0","0"
420517,0.000000,1129.000000,"2019-04-30","0","0","1","0","0","0"
419240,1800.000000,2783.000000,"2019-05-02","0","0","1","1","1","0"
419240,1420.000000,1799.000000,"2019-05-02","0","0","1","0","1","0"
419240,0.000000,1419.000000,"2019-05-02","0","0","1","0","0","0"
409331,0.000000,930.000000,"2019-05-04","0","0","0","1","0","0"
411212,0.000000,330.000000,"2019-05-04","0","1","0","0","0","0"
411245,0.000000,813.000000,"2019-05-04","0","0","1","0","0","0"
414210,0.000000,0.000000,"2019-05-04","0","0","0","1","0","0"
418822,0.000000,1028.000000,"2019-05-04","0","0","1","1","0","0"
419711,92.000000,699.000000,"2019-05-04","0","0","0","1","0","0"
419711,700.000000,1320.000000,"2019-05-04","0","1","0","1","0","0"
420512,0.000000,1028.000000,"2019-05-04","0","0","0","1","0","0"
420518,0.000000,1176.000000,"2019-05-04","0","0","1","0","0","0"
421017,42.000000,160.000000,"2019-05-04","0","0","0","1","0","0"
421018,0.000000,1059.000000,"2019-05-04","0","0","1","0","0","0"
421019,0.000000,1046.000000,"2019-05-04","0","0","0","1","0","0"
399111,1.000000,110.000000,"2019-05-06","1","0","0","0","0","0"
416111,800.000000,1049.000000,"2019-05-06","0","0","1","0","1","0"
416111,0.000000,799.000000,"2019-05-06","0","0","0","0","1","0"
417711,0.000000,120.000000,"2019-05-06","1","0","0","0","0","0"
419217,563.000000,1442.000000,"2019-05-06","0","0","1","0","0","0"
419237,51.000000,2172.000000,"2019-05-06","0","0","1","0","0","0"
419424,0.000000,1778.000000,"2019-05-06","0","0","1","0","0","0"
419538,810.000000,1403.000000,"2019-05-06","1","0","0","0","0","0"
419922,0.000000,2000.000000,"2019-05-06","0","0","1","1","0","0"
419922,2001.000000,2730.000000,"2019-05-06","0","0","1","0","0","0"
419932,0.000000,2643.000000,"2019-05-06","0","0","1","1","0","0"
420310,0.000000,900.000000,"2019-05-06","0","0","1","0","1","0"
420310,901.000000,1048.000000,"2019-05-06","0","0","0","0","1","0"
420311,0.000000,1048.000000,"2019-05-06","0","0","1","0","1","0"
420313,0.000000,2600.000000,"2019-05-06","0","0","1","1","0","0"
420411,264.000000,1736.000000,"2019-05-06","0","0","1","0","0","0"
420412,310.000000,1437.000000,"2019-05-06","0","0","0","0","1","0"
420913,750.000000,1500.000000,"2019-05-06","0","0","0","1","0","0"
420914,0.000000,1300.000000,"2019-05-06","0","0","1","0","0","1"
420914,1301.000000,2125.000000,"2019-05-06","0","0","1","0","0","0"
421111,0.000000,1669.000000,"2019-05-06","0","0","1","0","0","0"
421111,1670.000000,1730.000000,"2019-05-06","0","0","1","0","1","0"
420820,40.000000,1150.000000,"2019-05-07","0","1","0","0","0","0"
416717,0.000000,2752.000000,"2019-05-08","0","0","1","0","0","0"
419547,0.000000,1800.000000,"2019-05-08","0","0","1","0","0","0"
420516,0.000000,669.000000,"2019-05-08","0","0","1","0","0","1"
422133,1.000000,1830.000000,"2019-05-08","0","0","1","0","0","0"
422317,0.000000,583.000000,"2019-05-08","1","0","1","0","0","1"
422319,7.000000,15.000000,"2019-05-08","0","0","1","0","0","1"
422320,0.000000,300.000000,"2019-05-08","1","0","1","0","0","1"
422320,301.000000,679.000000,"2019-05-08","0","0","1","0","0","1"
422322,0.000000,1505.000000,"2019-05-08","0","0","1","0","0","0"
422323,0.000000,1202.000000,"2019-05-08","0","0","1","0","1","0"
422515,0.000000,705.000000,"2019-05-08","0","0","1","0","0","1"
422520,0.000000,1713.000000,"2019-05-08","0","0","1","0","0","0"
422521,0.000000,1420.000000,"2019-05-08","0","0","1","0","0","0"
422529,0.000000,706.000000,"2019-05-08","0","0","1","0","0","1"
422530,0.000000,520.000000,"2019-05-08","0","0","1","0","0","1"
422530,521.000000,591.000000,"2019-05-08","0","0","1","0","0","0"
422617,535.000000,2201.000000,"2019-05-08","0","0","1","0","0","0"
422618,0.000000,2180.000000,"2019-05-08","0","0","1","0","0","0"
422718,0.000000,953.000000,"2019-05-08","1","0","1","0","0","0"
422719,0.000000,1759.000000,"2019-05-08","0","0","1","0","0","0"
422720,0.000000,1418.000000,"2019-05-08","0","0","1","0","1","0"
422916,0.000000,375.000000,"2019-05-08","1","0","1","0","0","1"
422916,376.000000,828.000000,"2019-05-08","0","0","1","0","0","1"
422917,0.000000,1060.000000,"2019-05-08","1","0","1","0","0","0"
422917,250.000000,700.000000,"2019-05-08","1","0","1","0","0","1"
422925,1.000000,2144.000000,"2019-05-08","0","0","1","0","0","0"
422717,0.000000,1047.000000,"2019-05-10","0","0","1","1","0","1"
422923,112.000000,1088.000000,"2019-05-10","0","0","1","1","0","1"
422924,0.000000,1072.000000,"2019-05-10","0","0","1","1","0","1"
423219,3.000000,846.000000,"2019-05-10","0","0","1","1","0","1"
423414,0.000000,1059.000000,"2019-05-10","0","0","1","0","0","1"
424012,0.000000,729.000000,"2019-05-10","0","0","1","1","0","0"
424012,730.000000,1394.000000,"2019-05-10","0","0","1","1","1","0"
421912,0.000000,1542.000000,"2019-05-11","0","0","1","1","0","1"
422528,0.000000,2174.000000,"2019-05-11","0","0","1","0","0","0"
422528,305.000000,306.000000,"2019-05-11","0","0","1","0","0","1"
422915,0.000000,90.000000,"2019-05-11","1","0","1","1","0","1"
422915,91.000000,1091.000000,"2019-05-11","0","0","1","1","0","1"
422918,0.000000,1061.000000,"2019-05-11","0","0","1","0","0","0"
423232,0.000000,976.000000,"2019-05-11","0","0","1","1","0","1"
423614,4.000000,899.000000,"2019-05-11","0","0","1","1","0","1"
423614,900.000000,1436.000000,"2019-05-11","1","0","1","1","0","1"
423615,0.000000,1145.000000,"2019-05-11","0","1","1","1","0","0"
423615,1146.000000,1782.000000,"2019-05-11","0","0","1","1","0","0"
423618,0.000000,2118.000000,"2019-05-11","0","0","1","1","0","0"
423632,0.000000,2611.000000,"2019-05-11","0","0","1","1","0","0"
423715,0.000000,851.000000,"2019-05-11","0","0","1","1","0","1"
423716,184.000000,1460.000000,"2019-05-11","0","0","1","1","0","0"
423717,605.000000,1444.000000,"2019-05-11","0","0","1","1","0","1"
423719,0.000000,1425.000000,"2019-05-11","0","0","1","1","0","0"
423731,0.000000,1448.000000,"2019-05-11","0","0","1","0","0","0"
423919,0.000000,1773.000000,"2019-05-11","0","0","1","1","0","0"
417413,0.000000,674.000000,"2019-05-12","0","0","1","0","0","0"
422347,0.000000,1047.000000,"2019-05-12","0","0","1","0","0","0"
422517,0.000000,2155.000000,"2019-05-12","0","0","1","1","0","0"
422712,0.000000,1055.000000,"2019-05-12","0","0","1","0","0","0"
422936,0.000000,2218.000000,"2019-05-12","0","0","1","1","0","1"
423226,0.000000,2215.000000,"2019-05-12","0","0","1","1","0","1"
423920,0.000000,1418.000000,"2019-05-12","0","0","1","0","0","0"
423922,0.000000,2151.000000,"2019-05-12","0","0","1","1","0","0"
423923,782.000000,1435.000000,"2019-05-12","0","0","1","0","0","1"
423924,0.000000,1777.000000,"2019-05-12","0","0","1","0","0","0"
423924,170.000000,230.000000,"2019-05-12","1","0","1","0","0","0"
424013,0.000000,1400.000000,"2019-05-12","0","0","1","0","1","0"
424019,38.000000,2156.000000,"2019-05-12","0","0","1","1","0","0"
424020,129.000000,2179.000000,"2019-05-12","0","0","1","0","1","0"
424023,0.000000,2077.000000,"2019-05-12","0","0","1","0","0","0"
424025,131.000000,1835.000000,"2019-05-12","0","0","1","0","0","0"
424026,1.000000,2229.000000,"2019-05-12","0","0","1","1","1","0"
424828,0.000000,1403.000000,"2019-05-12","0","0","1","0","0","0"
423217,231.000000,1075.000000,"2019-05-13","0","0","1","1","0","0"
423217,0.000000,230.000000,"2019-05-13","0","1","1","1","0","0"
423911,0.000000,1506.000000,"2019-05-13","0","0","1","0","0","1"
423935,64.000000,479.000000,"2019-05-13","0","0","1","0","0","0"
423935,480.000000,1040.000000,"2019-05-13","0","1","1","0","0","0"
424214,0.000000,1549.000000,"2019-05-13","0","0","1","0","0","1"
424222,0.000000,1581.000000,"2019-05-13","0","0","1","0","0","1"
424223,1.000000,1540.000000,"2019-05-13","0","0","1","0","0","1"
424225,0.000000,2084.000000,"2019-05-13","0","0","1","0","1","0"
424323,0.000000,809.000000,"2019-05-13","0","0","1","0","0","0"
425121,0.000000,1479.000000,"2019-05-13","0","0","0","0","1","0"
425123,0.000000,1667.000000,"2019-05-13","0","0","1","0","0","1"
424710,0.000000,1535.000000,"2019-05-14","0","0","1","0","0","0"
425012,0.000000,200.000000,"2019-05-14","0","0","1","0","0","0"
421317,0.000000,822.000000,"2019-05-15","1","0","1","1","0","1"
423914,250.000000,694.000000,"2019-05-15","1","1","1","1","0","1"
423914,0.000000,249.000000,"2019-05-15","1","0","1","1","0","1"
423918,0.000000,1061.000000,"2019-05-15","0","0","1","0","0","1"
423930,1.000000,967.000000,"2019-05-15","1","0","1","1","0","1"
423932,0.000000,1223.000000,"2019-05-15","0","0","0","0","0","1"
423934,0.000000,1455.000000,"2019-05-15","0","0","1","0","0","1"
424220,0.000000,1554.000000,"2019-05-15","0","0","1","0","0","1"
424221,1390.000000,1567.000000,"2019-05-15","0","0","0","0","0","1"
424224,1.000000,1554.000000,"2019-05-15","0","0","1","0","0","0"
424529,3.000000,2202.000000,"2019-05-15","0","0","0","1","0","1"
424810,0.000000,1083.000000,"2019-05-15","1","0","1","1","0","0"
425010,0.000000,1068.000000,"2019-05-15","1","0","1","1","0","1"
425011,0.000000,995.000000,"2019-05-15","1","0","1","1","0","1"
425111,1.000000,1329.000000,"2019-05-15","0","0","1","0","0","1"
425120,2.000000,1518.000000,"2019-05-15","0","0","1","0","0","0"
426151,0.000000,1374.000000,"2019-05-15","0","0","1","0","0","0"
426152,0.000000,2518.000000,"2019-05-15","0","0","1","0","0","1"
426213,0.000000,1408.000000,"2019-05-15","0","0","1","0","0","1"
424016,0.000000,1941.000000,"2019-05-16","0","1","1","1","0","0"
424313,0.000000,1370.000000,"2019-05-16","0","0","1","0","0","0"
424712,1.000000,889.000000,"2019-05-16","0","0","1","1","0","0"
424712,890.000000,1059.000000,"2019-05-16","0","1","1","1","0","0"
425612,0.000000,2055.000000,"2019-05-16","0","0","1","1","0","0"
426214,0.000000,292.000000,"2019-05-16","0","0","1","0","0","0"
